id_run,self1,self2,self3,self4,self5,self6,self7,self8,self9,self10,self11,self12,third1,third2,third3,third4,third5,third6,third7,third8,third9,third10,third11,third12,Agency3,Allocentrism3,Coalition3,Ethos3,Exchange3,Intentionality3,Logos3,Might3,Network3,Pathos3,SA3,Team3,Agency1,Allocentrism1,Coalition1,Ethos1,Exchange1,Intentionality1,Logos1,Might1,Network1,Pathos1,SA1,Team1
72,2.4,3.166667,2.333333,Occasionally,2.666667,Often,Often,2.333333,2.166667,2.666667,2.833333,2.6,3.425,3.645833,3.395833,3.03125,3.354167,3.625,3.55,2.9375,3.395833,3.604167,3.625,3.55,80,97,96,62,98,95,85,72,73,99,98,99,11,56,20,11,40,43,29,43,10,38,37,41
73,Often,3.666667,3.333333,3.5,Often,3.166667,3.4,2.666667,3.666667,Often,2.666667,3.2,3.35,3.3125,2.604167,2.9375,2.729167,3.5625,3.45,2.333333,3.583333,2.625,3.25,2.975,69,75,8,49,35,92,74,8,93,8,76,58,42,93,86,95,70,59,55,64,88,66,25,82
74,2.6,2.833333,2.166667,2.75,Often,3.166667,2.2,2.333333,2.5,2.5,2.166667,2.6,2.933333,2.907408,2.351852,2.75,2.074074,3.240741,3.044445,2.792453,2.611111,2.555556,2.925926,2.222222,18,18,0,23,0,45,17,53,4,3,21,1,21,28,13,53,70,59,1,43,25,25,2,41
75,,,,,,,,,,,,,3.265306,3.355932,2.864407,2.475,2.649123,3.433333,3.22,2.413793,3.258621,2.672414,3.183333,3.163265,53,79,33,7,27,73,38,15,56,12,64,79,,,,,,,,,,,,
76,2.2,2.833333,2.5,1.75,2.666667,Often,3.4,2.166667,2.333333,2.166667,Often,2.2,3.022222,2.925926,2.796296,2.694444,2.490566,3.222222,3.466667,2.444444,3.018518,2.722222,3.074074,2.333333,24,21,26,18,11,42,76,18,25,17,46,5,3,28,30,3,40,43,55,31,16,12,50,15
77,3.4,2.833333,3.333333,2.75,3.166667,3.166667,3.4,2.333333,3.5,2.833333,2.833333,2.8,3.434783,3.439024,3.177215,3.036364,2.875,3.463415,3.628572,3.078947,3.45,3.226191,3.2875,3.014706,82,88,83,63,59,78,92,85,81,85,82,65,79,28,86,53,78,59,55,43,78,52,37,54
78,2.8,Often,2.833333,2.75,2.833333,2.5,2.8,2.333333,3.333333,2.833333,2.833333,Often,3.32,3.433333,3.166667,2.55,2.933333,3.366667,3.16,2.833333,3.4,2.6,3.466667,2.52,64,86,78,10,71,64,30,58,74,6,97,14,29,40,57,53,56,10,18,43,66,52,37,68
79,Occasionally,3.8,2.6,2.833333,2.8,2.666667,2.5,3.166667,3.166667,2.333333,2.333333,3.333333,2.333333,3.542857,3.285714,3.119048,2.764706,2.880952,2.821429,2.976191,3.238095,2.904762,3.380952,3.071429,0,94,91,70,40,5,5,76,53,40,92,71,1,95,39,68,55,17,8,89,55,19,6,86
80,3.4,3.166667,2.166667,Often,2.333333,3.333333,3.4,2.666667,3.333333,2.5,Often,2.4,3.425,3.583333,3.229167,Often,2.782609,3.645833,3.794872,2.630435,3.5,3.1875,3.395833,2.85,80,96,87,57,43,97,98,37,86,80,93,43,79,56,13,69,19,72,55,64,66,25,50,26
81,3.166667,2.833333,3.4,3.2,3.166667,2.6,3.25,3.666667,Often,Often,3.166667,3.333333,3.185185,3.018868,3.066667,3.022222,Often,3.066667,2.944444,3.055556,3.018518,2.777778,2.962963,2.851852,44,31,65,60,78,21,11,82,25,21,28,44,62,28,92,83,78,17,53,95,47,66,69,86
82,2.8,3.333333,2.5,2.5,2.833333,Often,3.2,1.666667,2.833333,2.5,2.833333,2.2,3.133333,3.481482,2.851852,2.694444,2.851852,3.037037,2.888889,2.407408,3.37037,2.888889,2.907408,3.177778,35,91,32,18,53,17,7,14,71,36,20,82,29,73,30,38,56,43,42,8,39,25,37,15
83,Often,Often,Often,3.333333,2.666667,2.4,3.166667,2.833333,2.833333,Often,3.166667,3.166667,3.03125,2.895833,3.175,3.125,2.895833,3.05,2.854167,3.041667,3.041667,3.3,3.0625,3.0625,25,16,82,70,62,18,7,79,28,92,43,70,42,40,67,94,40,9,41,73,39,66,69,81
84,3.6,3.166667,2.666667,3.25,Occasionally,3.5,Always,2.333333,3.333333,3.666667,3.666667,Occasionally,3.288889,2.851852,2.611111,2.75,2.444444,3.518518,3.644444,2.814815,2.653846,2.814815,3.055556,2.377778,57,12,8,23,7,86,93,56,5,27,41,6,88,56,41,85,5,84,96,43,66,94,94,9
85,2.4,2.666667,1.166667,2.5,2.666667,2.166667,3.4,2.166667,2.833333,Occasionally,2.333333,Often,3.16,3.116667,2.566667,2.875,2.783333,3.116667,3.3,2.423729,3.1,2.666667,Often,2.84,40,44,6,42,44,28,48,17,36,11,31,42,11,18,0,38,40,1,55,31,39,6,6,68
86,2.4,Often,Often,2.75,2.666667,2.5,3.2,Often,3.333333,2.833333,Often,2.6,3.355556,3.111111,3.148148,3.388889,2.907408,3.481482,3.444444,2.925926,3.444444,3.111111,3.277778,3.133333,71,42,76,92,65,82,72,70,80,71,80,77,11,40,67,53,40,10,42,82,66,52,50,41
87,2.4,2.666667,1.833333,Occasionally,2.2,2.5,2.6,1.833333,Occasionally,Occasionally,2.833333,2.2,3.3,3.297872,2.958333,3.0625,3.0625,3.395833,3.25641,2.93617,3.291667,2.9375,3.191489,Often,59,73,49,65,84,67,42,72,62,45,68,61,11,18,3,11,18,10,9,16,6,6,37,15
88,3.2,3.166667,Often,Often,2.833333,3.333333,3.6,3.333333,2.833333,2.833333,3.166667,2.8,3.025641,2.87234,2.787234,2.741935,2.659575,3.06383,3.102564,2.914894,2.957447,2.553191,2.93617,2.48718,25,14,24,22,28,21,22,69,17,3,23,11,64,56,67,69,56,72,75,91,39,52,69,54
89,3.2,3.333333,3.166667,1.75,Occasionally,3.333333,3.4,1.666667,Always,Often,3.666667,3.6,3.314815,3.439394,3.153846,3.071429,3.234375,3.353846,3.363636,2.890625,3.359375,3.045455,3.307692,3.218182,64,88,77,66,95,62,59,64,69,61,85,87,64,73,77,3,5,72,55,8,93,66,94,93
90,,,,,,,,,,,,,3.233333,3.444444,2.944444,3.208333,2.861111,3.444444,3.4,2.416667,3.25,3.194444,3.305556,2.8,49,89,47,79,55,75,63,16,54,83,85,35,,,,,,,,,,,,
91,,,,,,,,,,,,,3.16,2.931035,2.931035,3.263158,2.724138,3.241379,3.458333,2.689655,3.068965,2.896552,2.862069,2.833333,40,22,43,83,35,45,76,45,33,39,13,41,,,,,,,,,,,,
92,2.2,2.666667,2.5,2.25,2.166667,2.833333,3.4,2.666667,2.333333,2.833333,Often,1.6,2.791667,2.833333,2.466667,2.7,2.433333,3.1,3.16,2.1,2.8,2.666667,2.866667,2.56,7,11,2,19,6,26,30,3,10,11,13,15,3,18,30,21,10,27,55,64,16,52,50,1
93,Often,2.833333,2.166667,2.25,Occasionally,2.166667,2.8,1.833333,2.666667,1.666667,2.166667,2.2,3.182927,2.816327,2.734694,2.861538,2.581633,3.05102,3.123457,2.561224,3.05102,2.581633,2.806123,2.487805,44,11,17,40,19,18,25,29,30,5,8,12,42,28,13,21,5,1,18,16,31,2,2,15
94,3.4,Often,2.666667,2.5,2.5,3.333333,3.6,2.5,Often,Occasionally,3.333333,2.2,3.05,3.166667,2.875,2.71875,2.854167,3.083333,3.175,2.625,3.270833,2.916667,3.042553,2.775,27,51,35,21,54,23,33,36,57,42,38,33,79,40,41,38,32,72,75,53,47,6,80,15
95,2.2,3.333333,2.333333,2.25,2.666667,2.666667,Often,1.5,2.666667,Occasionally,2.833333,Often,3.35,3.276596,2.914894,2.78125,2.913043,3.195652,3.263158,2.395833,3.446809,3.06383,3.130435,Often,69,69,39,28,66,38,43,13,80,65,56,61,3,73,20,21,40,17,29,3,31,6,37,68
96,2.4,2.666667,2.833333,2.25,2.5,2.666667,3.2,Occasionally,1.666667,2.166667,2.666667,2.6,Often,3.229167,2.520833,2.28125,2.729167,3.020833,3.15,2.229167,2.9375,2.5625,3.229167,2.6,22,63,3,2,35,16,28,6,16,4,74,19,11,18,57,21,32,17,42,23,1,12,25,41
97,3.4,3.166667,2.666667,2.5,2.666667,Often,3.4,2.833333,2.833333,1.833333,2.666667,2.4,3.05,2.916667,2.708333,Often,2.5625,3.270833,3.25,2.604167,Often,2.479167,2.833333,2.375,27,19,15,57,16,51,40,34,22,0,10,5,79,56,41,38,40,43,55,73,39,2,25,26
98,2.6,2.5,2.833333,2.75,2.5,2.166667,Occasionally,2.5,3.5,3.166667,2.166667,3.4,3.28421,3.070796,3.017699,3.302632,2.699115,3.149123,2.894737,2.921053,3.517544,3.263158,2.868421,3.212766,57,37,58,87,30,31,8,70,88,89,14,86,21,9,57,53,32,1,0,53,78,77,2,87
99,2.4,2.333333,1.833333,2.5,1.5,1.333333,3.2,1.666667,2.333333,2.666667,2.333333,2.4,2.75,2.925926,2.62963,2.611111,2.555556,2.5,3.159091,2.37037,3.037037,2.777778,2.796296,2.577778,5,21,11,13,15,0,30,11,28,21,6,16,11,5,3,38,0,0,42,8,16,38,6,26
100,Often,3.333333,Often,Often,3.333333,Often,3.4,Often,3.166667,3.166667,3.333333,3.2,2.9,2.888889,2.75,2.833333,2.638889,2.972222,3.333333,2.444444,2.916667,2.833333,3.055556,2.633333,16,15,19,36,25,12,56,18,15,30,41,21,42,73,67,69,89,43,55,82,55,77,80,82
101,2.2,2.166667,2.833333,3.25,2.333333,2.333333,2.8,1.666667,3.666667,2.166667,2.333333,2.6,3.408163,3.175439,3.22807,3.27027,3.087719,3.416667,3.44,2.864407,3.586207,3.385965,3.224138,3.085106,77,55,87,84,85,71,71,63,94,95,73,74,3,2,57,85,19,5,18,8,88,12,6,41
102,Always,Often,2.333333,2.75,3.166667,3.333333,3.4,1.333333,2.5,2.666667,2.833333,3.4,3.353846,2.935897,2.820513,2.72549,2.558442,3.423077,3.415385,2.474359,3.01282,2.679487,3.025641,2.584615,71,23,28,22,15,71,67,21,24,12,35,17,98,40,20,53,78,72,55,0,25,38,37,87
103,2.4,3.166667,3.166667,Occasionally,2.833333,2.833333,2.8,1.833333,3.166667,2.5,2.666667,2.4,3.311111,3.148148,3.074074,3.138889,2.814815,3.296296,3.066667,2.851852,3.277778,3.188679,3.055556,3.022222,63,48,66,71,48,55,20,61,59,81,41,66,11,56,77,11,56,27,18,16,55,25,25,26
104,3.2,3.5,2.833333,1.75,2.166667,2.666667,2.8,2.166667,3.666667,2.666667,2.833333,2.6,3.509091,3.227273,3.166667,2.954545,2.878788,3.318182,3.2,3.060606,3.439394,3.060606,3.227273,3.127273,89,62,78,53,60,57,35,83,79,64,74,76,64,84,57,3,10,17,18,31,88,38,37,41
105,Often,Often,2.5,1.75,3.166667,2.666667,3.8,2.833333,Often,2.333333,3.166667,1.6,3.342857,3.452381,3.333333,3.357143,3.243902,3.428571,3.285714,3.166667,3.404762,3.292683,3.357143,3.085714,68,90,94,90,96,72,47,92,76,91,91,74,42,40,30,3,78,17,86,73,47,19,69,1
106,2.8,2.5,2.666667,Often,Occasionally,2.833333,Often,Often,2.833333,2.166667,2.333333,1.8,3.466667,2.916667,3.027778,3.25,2.722222,3.5,3.5,3.083333,3.416667,2.916667,3.027778,2.8,84,19,61,81,33,84,78,85,78,42,36,35,29,9,41,69,5,27,29,82,39,12,6,2
107,Occasionally,1.833333,1.666667,1.75,2.333333,Often,3.8,1.666667,2.5,2.333333,2.333333,1.8,3.266667,3.384615,2.792453,2.914286,3.038461,3.433962,3.545455,2.519231,3.519231,3.056604,3.153846,2.613636,53,82,25,46,83,74,84,26,89,64,60,20,1,0,1,3,19,43,86,8,25,19,6,2
108,2.6,2.666667,2.333333,2.75,2.666667,2.833333,Often,2.833333,3.166667,2.166667,2.5,2.4,2.745455,3.075758,Often,3.227273,2.606061,2.954545,3.054545,2.69697,3.409091,2.833333,2.742424,3.090909,4,39,55,80,22,11,19,46,77,30,4,75,21,18,20,53,40,27,29,73,55,12,14,26
109,2.8,3.166667,2.666667,2.75,2.833333,3.166667,3.2,2.666667,3.166667,3.166667,Often,Often,3.275,3.229167,3.020833,2.8125,2.75,3.395833,3.45,2.666667,3.4375,3.125,3.104167,3.075,55,63,60,31,38,67,74,41,79,73,50,71,29,56,41,53,56,59,42,64,55,77,50,68
110,3.6,Often,2.666667,Occasionally,3.166667,3.166667,Often,3.5,3.833333,2.166667,2.833333,3.4,3.254545,3.015152,2.772727,2.909091,2.569231,3.409091,3.418182,2.893939,3.272727,2.636364,Often,2.327273,52,30,23,46,17,70,68,65,58,9,31,4,88,40,41,11,78,59,29,93,90,12,37,87
111,3.2,3.5,2.833333,2.5,3.166667,3.5,2.6,2.166667,Often,Often,3.333333,Often,3.42,3.12069,3.140351,2.9,2.912281,3.35,3.081633,2.571429,3.457627,3.033898,3.155172,3.265306,78,45,75,44,66,60,21,31,82,59,61,89,64,84,57,38,78,84,9,31,47,66,80,68
112,Often,Often,1.5,1.75,2.166667,2.333333,2.6,Occasionally,2.666667,Often,2.5,2.4,2.752941,3.019608,2.872549,2.823529,2.514852,2.980392,3.047059,2.509804,3.117647,2.754902,2.77451,2.752941,6,31,34,36,14,14,18,26,39,21,5,33,42,40,0,3,10,5,9,23,31,66,14,26
113,3.4,3.666667,3.333333,2.75,3.333333,2.833333,Often,2.666667,Always,3.333333,3.5,3.8,2.975,3.395833,2.770833,2.967742,2.782609,2.75,2.75,2.065217,3.291667,3.1875,2.829787,3.075,20,83,22,56,43,3,2,2,62,80,9,71,79,93,86,53,89,27,29,64,93,86,89,96
114,Often,Often,2.666667,3.25,Often,2.833333,2.8,2.666667,2.5,2.833333,2.5,2.4,3.2,2.738095,2.619048,3.285714,2.547619,3.190476,3.428571,2.642857,2.857143,2.780488,2.785714,2.514286,46,7,10,85,14,38,70,39,13,23,6,14,42,40,41,85,70,27,18,64,25,52,14,26
115,2.2,2.5,2.833333,Often,2.333333,Often,2.6,2.5,3.166667,2.666667,2.833333,2.4,3.2,3.3125,3.125,2.71875,2.770833,3.270833,3.225,2.791667,3.5,2.979167,3.041667,2.9,46,75,73,21,42,51,38,53,86,50,37,50,3,9,57,69,19,43,9,53,55,38,37,26
116,3.2,3.833333,3.166667,1.75,1.833333,Always,3.8,3.166667,Occasionally,2.833333,3.333333,Occasionally,3.25,2.854167,2.708333,2.774194,2.319149,3.489362,3.65,2.895833,2.854167,2.680851,3.125,2.461539,50,13,15,26,1,83,94,65,13,13,54,9,64,96,77,3,2,98,86,89,6,52,80,9
117,3.6,3.5,3.166667,2.5,3.5,3.833333,3.4,1.333333,3.333333,3.166667,3.166667,3.4,3.666667,3.301887,3.111111,2.638889,2.814815,3.481482,3.6,2.444444,3.407408,3.240741,3.444444,3.177778,98,74,71,15,48,82,88,18,77,86,96,82,88,84,77,38,93,96,55,0,66,77,69,87
118,,,,,,,,,,,,,3.15,3.166667,2.9375,2.8125,2.875,3.083333,3.2,2.895833,3.25,2.854167,3.0625,2.8,38,51,45,31,59,23,35,65,54,33,43,35,,,,,,,,,,,,
119,2.4,2.833333,3.5,3.25,2.833333,2.833333,2.4,3.666667,3.5,3.5,3.5,2.8,3.203704,3.171875,3.215385,3.046512,2.806452,3.384615,3.148148,3.076923,3.375,3.276923,3.153846,2.962963,49,54,85,64,47,65,28,84,71,90,60,56,11,28,93,85,56,27,5,95,78,90,89,54
120,2.8,Often,3.333333,Often,3.333333,Often,2.8,2.166667,3.166667,3.166667,Often,3.8,3.175,3.4375,3.270833,3.21875,2.833333,3.234043,3.15,2.833333,3.520833,3.5,3.1875,3.5,42,87,90,79,50,44,28,58,89,98,67,98,29,40,86,69,89,43,18,31,55,77,50,96
121,2.5,2.5,3.166667,2.75,2.833333,Often,2.4,3.4,Often,2.833333,2.833333,2.833333,3.037037,3.111111,2.944444,2.972222,3.148148,2.944444,2.933333,3.222222,3.177778,2.814815,2.888889,3.166667,26,42,47,57,90,9,10,94,46,27,17,80,20,9,77,53,56,43,5,93,47,52,37,67
122,Often,2.5,2.5,2.75,1.5,Often,2.6,2.833333,2.666667,2.666667,2.5,2.4,3.16,2.766667,2.766667,3.205128,2.45,3.186441,3.265306,2.816667,2.830508,3.15,2.8,2.857143,40,8,21,78,7,36,44,57,12,77,8,44,42,9,30,53,0,43,9,73,31,38,14,26
123,2.4,1.666667,2.333333,Often,1.333333,3.166667,3.4,2.333333,1.5,2.166667,2.666667,1.2,3.309091,2.893939,2.984848,3.204545,2.454545,3.318182,3.654546,2.757576,2.484848,2.954545,3.348485,2.490909,62,16,54,78,8,57,95,50,1,47,90,12,11,0,20,69,0,59,55,43,0,12,25,0
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Often,3.333333,2.833333,2.75,3.333333,Often,Often,Occasionally,3.5,Often,3.166667,3.4,Often,3.272727,2.84375,2.809524,2.954545,3.106061,2.781818,2.384615,3.409091,3.19697,2.939394,3.309091,22,68,30,30,73,27,3,12,77,83,24,93,42,73,57,53,89,43,29,23,78,66,69,87
126,3.2,Often,2.5,3.25,2.833333,2.333333,3.4,2.666667,2.333333,2.833333,3.166667,2.2,,,,,,,,,,,,,,,,,,,,,,,,,64,40,30,85,56,5,55,64,16,52,69,15
127,2.6,2.8,2.333333,Often,2.833333,Often,2.666667,2.666667,2.333333,2.5,Often,2.25,3.525,3.282051,3.319149,3.375,2.934783,3.208333,3.06383,3.282609,3.288889,3.108696,3.191489,3.322581,90,71,93,92,71,41,19,96,61,71,68,94,21,26,20,69,56,43,16,64,16,25,50,25
128,2.4,2.666667,1.333333,2.25,2.833333,2.5,2.2,1.5,1.833333,1.833333,2.166667,Occasionally,3.4,3.542857,3.277778,2.958333,3.138889,3.555556,3.5,2.888889,3.527778,3.25,3.305556,3.266667,75,94,90,54,89,91,78,64,90,88,85,90,11,18,0,21,56,10,1,3,2,2,2,9
129,2.2,2.333333,1.833333,2.25,1.833333,2.5,3.6,2.333333,1.833333,Occasionally,2.833333,1.8,2.8,2.666667,2.638889,3.458333,2.416667,2.972222,3.433333,2.972222,2.305556,2.638889,2.861111,1.966667,8,3,12,95,5,12,71,76,0,10,12,0,3,5,3,21,2,10,75,43,2,6,37,2
130,3.2,Often,Often,2.25,2.666667,3.333333,3.2,2.666667,3.166667,3.166667,3.333333,2.6,3.6,2.98718,3.217949,3.25,2.820513,3.615385,3.615385,3.038461,2.820513,3.192308,3.435897,2.415385,94,28,86,81,50,95,90,79,11,82,96,7,64,40,67,21,40,72,42,64,55,77,80,41
131,3.6,3.166667,2.166667,2.25,Often,3.333333,3.6,3.333333,Occasionally,3.666667,Often,2.6,3.4,3.333333,3.0625,2.90625,2.916667,3.520833,3.3,2.958333,3.395833,3.104167,3.291667,3.275,75,76,64,45,67,87,48,73,73,71,83,91,88,56,13,21,70,72,75,91,6,94,50,41
132,Often,2.833333,2.666667,2.75,2.333333,2.833333,3.4,1.833333,Always,3.166667,2.833333,2.6,3.42,3.2,Often,3.05,2.883333,3.333333,3.26,3.083333,3.283333,3.1,3.05,2.92,78,57,55,64,61,58,43,85,59,70,40,51,42,28,41,53,19,27,55,16,93,77,37,41
133,3.2,3.166667,2.166667,Often,3.166667,3.333333,3.6,2.166667,3.5,2.333333,2.666667,2.8,3.533333,3.388889,3.092592,3.444444,3.240741,3.388889,3.333333,2.685185,3.222222,3.240741,3.185185,3.155555,91,82,68,95,95,66,56,44,50,86,65,79,64,56,13,69,78,72,75,31,78,19,25,54
134,2.8,Often,2.4,1.75,2.166667,2.333333,2.8,1.5,2.5,2.5,2.166667,Occasionally,3.533333,3.277778,2.916667,2.818182,2.647059,3.25,3.633333,2.388889,3.235294,Often,3.194444,2.466667,91,70,40,35,26,46,92,12,52,52,69,10,29,40,29,3,10,5,18,3,25,25,2,9
135,Always,3.166667,2.833333,2.5,2.333333,3.333333,3.4,2.833333,2.166667,2.666667,3.333333,2.4,3.277778,2.888889,3.203704,3.43662,2.359223,3.579439,3.366667,3.132076,2.915888,2.898148,3.194444,2.64045,56,15,85,94,3,93,60,89,15,40,69,22,98,56,57,38,19,72,55,73,10,38,80,26
136,2.8,Often,2.666667,2.75,2.666667,2.833333,3.2,2.166667,2.333333,2.5,2.833333,2.8,3.266667,3.194444,3.166667,3.625,3.166667,3.527778,3.7,2.861111,3.305556,3.083333,3.361111,3.2,53,57,78,99,92,88,96,62,64,67,91,83,29,40,41,53,40,27,42,31,16,25,37,54
137,Often,2.666667,Occasionally,Often,2.5,Often,3.6,1.833333,2.833333,Often,2.5,2.8,3.469388,3.155172,2.932203,2.820513,2.965517,3.474576,3.28,2.578947,3.105263,Often,3.135593,2.857143,85,50,43,35,76,80,46,31,38,52,57,44,42,18,7,69,32,43,75,16,39,66,14,54
138,2.6,3.166667,3.666667,Often,3.666667,2.833333,3.6,1.5,3.5,3.166667,2.666667,2.6,Often,2.87963,2.944444,3.166667,2.722222,3.268518,3.111111,2.583333,3.148148,2.824074,2.925926,2.777778,22,14,47,74,33,51,23,32,43,29,21,34,21,56,96,69,97,27,75,3,78,77,25,41
139,Often,3.5,3.166667,2.75,3.5,Often,3.6,2.333333,3.833333,Often,3.666667,3.6,3.3,3.666667,2.916667,2.5,3.125,3.291667,3.65,2.375,3.541667,3.125,3.583333,3.3,59,97,40,7,88,54,94,11,91,73,98,92,42,84,77,53,93,43,75,43,90,66,94,93
140,2.4,3.5,3.166667,Often,2.833333,2.666667,Often,2.333333,Always,2.666667,Occasionally,3.4,3.288889,3.444444,3.277778,3.388889,3.111111,3.259259,3.311111,2.666667,3.666667,3.444444,3.148148,3.2,57,89,90,92,87,50,51,41,97,97,59,83,11,84,77,69,56,17,29,43,93,38,0,87
141,2.4,2.666667,2.5,Often,1.666667,2.833333,3.6,1.833333,Occasionally,2.666667,2.666667,2.6,2.975,2.916667,2.541667,2.84375,2.595745,3.145833,3.175,2.395833,2.6875,2.787234,2.854167,2.7,20,19,5,38,21,30,33,13,6,25,12,28,11,18,30,69,1,27,75,16,6,38,25,41
142,Often,3.5,3.666667,Often,3.666667,2.833333,3.2,2.666667,Always,3.5,3.166667,2.4,3.133333,3.301887,3.153846,2.805556,2.867924,3.185185,3.555556,2.792453,3.415094,2.830189,3.185185,Often,35,74,77,29,57,35,85,53,78,29,65,61,42,84,96,69,97,27,42,64,93,90,69,26
143,2.4,2.833333,3.5,2.75,2.333333,3.5,3.8,2.166667,Always,Often,Often,2.6,3.076923,3.404255,3.234043,Often,2.913043,3.531915,3.55,3.044445,3.404255,3.041667,3.1875,2.894737,30,84,88,57,66,88,85,80,75,60,67,49,11,28,93,53,19,84,86,31,93,66,50,41
144,2.833333,2.166667,1.833333,2.166667,Often,2.5,2.666667,2.5,2.166667,1.833333,Occasionally,2.2,3.238095,3.174603,3.333333,3.225806,3.245283,3.147541,3.193548,3.2,3.095238,3.171875,3.113208,3.203704,50,55,94,80,96,30,35,93,35,79,51,85,41,2,3,21,70,10,16,53,10,2,0,15
